"Simple_ID","Exposure_ID","Death_timing","Pre_exp_ID","Exposure_type","Exposure_start","Exposure_duration","Animal_type","Death_date","Batch","Notes","Erin_ID","Well_1","Well_2","Well_3","Status","MeanCopy","Well_1_1","Well_2_1","Well_3_1","Status_1","MeanCopy_1","MeanCopyFinal","Exposure_duration_numerical","logMeanCopyFinalPlus1","MeanCopyFinalPlus1","Trio_ID","Larval_condition","Final_status","Final_status_binomial"
"MR94","ELS.SQ.12.4","Euthanization","ELS4","Sequential",2021-07-11,"12hr","Naive",2021-07-18,2,NA,150,193.4955292,239.1187134,222.4542999,"Pos",218.3561808,NA,NA,NA,NA,NA,218.3561808,12,2.34114987603076,219.3561808,"ELS.12.4","ELS","Pos","1"
"MR65","AHS.SQ.12.4","Euthanization","AHS8","Sequential",2021-07-11,"12hr","Naive",2021-07-18,2,NA,151,117.9855576,138.9648285,109.159874,"Pos",122.0367533,NA,NA,NA,NA,NA,122.0367533,12,2.09003486242405,123.0367533,"AHS.12.4","AHS","Pos","1"
"MR169","ALS.SH.48.4","Euthanization","ALS8","Shared",2021-07-11,"48hr","Naive",2021-07-18,2,NA,152,386.8874817,362.2008057,321.349823,"Pos",356.8127035,NA,NA,NA,NA,NA,356.8127035,48,2.55365575535381,357.8127035,"ALS.48.4","ALS","Pos","1"
"MR76","ALS.SH.48.5","Euthanization","ALS13","Shared",2021-07-11,"48hr","Naive",2021-07-18,2,NA,153,49279140,71657752,49061748,"Pos",56666213.33,NA,NA,NA,NA,NA,56666213.33,48,7.75332419992739,56666214.33,"ALS.48.5","ALS","Pos","1"
"MR150","AHS.SH.48.5","Euthanization","AHS9","Shared",2021-07-11,"48hr","Naive",2021-07-18,2,NA,154,46497.69531,46739.28516,44836.10938,"Pos",46024.36328,NA,NA,NA,NA,NA,46024.36328,48,4.66299722509298,46025.36328,"AHS.48.5","AHS","Pos","1"
"MR154","AHS.SQ.6.4","Euthanization","NAHS.SQ.6.4","Sequential",2021-07-11,"6hr","Naive",2021-07-18,2,NA,155,203.7468262,226.2852173,198.9133911,"Pos",209.6484782,NA,NA,NA,NA,NA,209.6484782,6,2.32355832597542,210.6484782,"AHS.6.4","AHS","Pos","1"
"MR152","EHS.SH.48.6","Euthanization","EHS7","Shared",2021-07-11,"48hr","Naive",2021-07-18,2,NA,156,125591560,131269168,122135608,"Pos",126332112,NA,NA,NA,NA,NA,126332112,48,8.10151376010388,126332113,"EHS.48.6","EHS","Pos","1"
"MR153","AHS.SQ.6.6","Euthanization","AHS12","Sequential",2021-07-11,"6hr","Naive",2021-07-18,2,NA,157,11527981,11367662,13164098,"Pos",12019913.67,NA,NA,NA,NA,NA,12019913.67,6,7.07990138459853,12019914.67,"AHS.6.6","AHS","Pos","1"
"MR221","ELS.SH.48.7","Euthanization","ELS10","Shared",2021-07-11,"48hr","Naive",2021-07-18,2,NA,158,22020938,23115118,22077758,"Pos",22404604.67,NA,NA,NA,NA,NA,22404604.67,48,7.35033730456015,22404605.67,"ELS.48.7","ELS","Pos","1"
"MR220","ELS.SQ.6.5","Euthanization","ELS13","Sequential",2021-07-11,"6hr","Naive",2021-07-18,2,NA,159,189.6502686,195.4753265,218.6660156,"Pos",201.2638702,NA,NA,NA,NA,NA,201.2638702,6,2.30591831295318,202.2638702,"ELS.6.5","ELS","Pos","1"
"MR219","ALS.SQ.1.5","Euthanization","ALS11","Sequential",2021-07-11,"1hr","Naive",2021-07-18,2,NA,160,967.6000977,1034.331299,1016.900574,"Pos",1006.277323,NA,NA,NA,NA,NA,1006.277323,1,3.00314905671784,1007.277323,"ALS.1.5","ALS","Pos","1"
"MR217","AHS.SQ.1.6","Euthanization","AHS5","Sequential",2021-07-11,"1hr","Naive",2021-07-18,2,NA,161,126.4900284,120.2702179,101.2173309,"Pos",115.9925257,NA,NA,NA,NA,NA,115.9925257,1,2.06815811686638,116.9925257,"AHS.1.6","AHS","Pos","1"
"MR215","ELS.SQ.1.7","Euthanization","ELS5","Sequential",2021-07-11,"1hr","Naive",2021-07-18,2,NA,162,268.9130249,308.364563,282.9200745,"Pos",286.7325541,NA,NA,NA,NA,NA,286.7325541,1,2.45898900080646,287.7325541,"ELS.1.7","ELS","Pos","1"
"MR216","ELS.SQ.1.4","Euthanization","ELS13","Sequential",2021-07-11,"1hr","Naive",2021-07-18,2,NA,163,29.90102196,34.09463882,37.51104355,"Pos",33.83556811,NA,NA,NA,NA,NA,33.83556811,1,1.54202289754681,34.83556811,"ELS.1.4","ELS","Pos","1"
"MR203","ELS.SQ.1.6","Euthanization","ELS7","Sequential",2021-07-11,"1hr","Naive",2021-07-18,2,NA,164,16.65756226,38.38359451,0,"Pos",18.34705226,NA,NA,NA,NA,NA,18.34705226,1,1.28661480476906,19.34705226,"ELS.1.6","ELS","Pos","1"
"MR197","ELS.SQ.1.5","Euthanization","ELS4","Sequential",2021-07-11,"1hr","Naive",2021-07-18,2,NA,165,5180.581543,5114.467285,4147.188477,"Pos",4814.079102,NA,NA,NA,NA,NA,4814.079102,1,3.68260342609813,4815.079102,"ELS.1.5","ELS","Pos","1"
"MR214","ALS.SQ.6.4","Euthanization","ALS2","Sequential",2021-07-11,"6hr","Naive",2021-07-18,2,NA,166,265.9283752,297.6120605,341.6037292,"Pos",301.7147217,NA,NA,NA,NA,NA,301.7147217,6,2.48103354219082,302.7147217,"ALS.6.4","ALS","Pos","1"
"MR207","ALS.SQ.6.5","Euthanization","ALS2","Sequential",2021-07-11,"6hr","Naive",2021-07-18,2,NA,167,1256538.125,1170063.25,1199097.625,"Pos",1208566.333,NA,NA,NA,NA,NA,1208566.333,6,6.08227085129786,1208567.333,"ALS.6.5","ALS","Pos","1"
"MR198","EHS.SQ.1.4","Euthanization","EHS1","Sequential",2021-07-11,"1hr","Naive",2021-07-18,2,NA,168,82.746315,147.5641022,131.9537354,"Pos",120.7547175,NA,NA,NA,NA,NA,120.7547175,1,2.08548579735712,121.7547175,"EHS.1.4","EHS","Pos","1"
"MR251","ELS.SQ.6.6","Euthanization","ELS4","Sequential",2021-07-11,"6hr","Naive",2021-07-18,2,NA,169,63.23091507,58.89744949,53.22476959,"Pos",58.45104472,NA,NA,NA,NA,NA,58.45104472,6,1.77415949078221,59.45104472,"ELS.6.6","ELS","Pos","1"
"MR223","EHS.SQ.6.6","Euthanization","EHS8","Sequential",2021-07-11,"6hr","Naive",2021-07-18,2,NA,170,349.4367676,350.8625488,382.4353943,"Pos",360.9115702,NA,NA,NA,NA,NA,360.9115702,6,2.55860246758925,361.9115702,"EHS.6.6","EHS","Pos","1"
"MR199","EHS.SQ.6.5","Euthanization","EHS9","Sequential",2021-07-11,"6hr","Naive",2021-07-18,2,NA,171,196.5948029,187.1786041,178.9850311,"Pos",187.586146,NA,NA,NA,NA,NA,187.586146,6,2.27550978523722,188.586146,"EHS.6.5","EHS","Pos","1"
"MR204","EHS.SQ.6.4","Euthanization","EHS4","Sequential",2021-07-11,"6hr","Naive",2021-07-18,2,NA,172,190.1506348,191.749588,238.3306885,"Pos",206.7436371,NA,NA,NA,NA,NA,206.7436371,6,2.31752773082112,207.7436371,"EHS.6.4","EHS","Pos","1"
"MR224","EHS.SQ.6.7","Euthanization","EHS1","Sequential",2021-07-11,"6hr","Naive",2021-07-18,2,NA,173,101.5814972,103.0554047,110.4191742,"Pos",105.018692,NA,NA,NA,NA,NA,105.018692,6,2.02538244183828,106.018692,"EHS.6.7","EHS","Pos","1"
"MR205","EHS.SH.12.4","Euthanization","EHS4","Shared",2021-07-11,"12hr","Infected",2021-07-11,2,NA,174,508083.0938,539636.5,548092.4375,"Pos",531937.3438,NA,NA,NA,NA,NA,531937.3438,12,5.72586129677021,531938.3438,"EHS.12.4","EHS","Pos","1"
"MR206","EHS.SH.12.7","Euthanization","EHS5","Shared",2021-07-11,"12hr","Infected",2021-07-11,2,NA,175,894230.9375,919483.9375,796200.5625,"Pos",869971.8125,NA,NA,NA,NA,NA,869971.8125,12,5.939505680704,869972.8125,"EHS.12.7","EHS","Pos","1"
"MR249","AHS.SH.12.5","Euthanization","AHS7","Shared",2021-07-11,"12hr","Infected",2021-07-11,2,NA,176,2916769.5,2907205.75,2226456,"Pos",2683477.083,NA,NA,NA,NA,NA,2683477.083,12,6.42869805258708,2683478.083,"AHS.12.5","AHS","Pos","1"
"MR250","ALS.SH.12.4","Euthanization","ALS11","Shared",2021-07-11,"12hr","Infected",2021-07-11,2,NA,177,38197.51172,44531.76172,33972.76563,"Pos",38900.67969,NA,NA,NA,NA,NA,38900.67969,12,4.58996835362261,38901.67969,"ALS.12.4","ALS","Pos","1"
"MR218","AHS.SH.12.6","Euthanization","AHS1","Shared",2021-07-11,"12hr","Infected",2021-07-11,2,NA,178,2111986.75,2574109.5,1976790.125,"Pos",2220962.125,NA,NA,NA,NA,NA,2220962.125,12,6.34654134794876,2220963.125,"AHS.12.6","AHS","Pos","1"
"MR201","EHS.SH.12.5","Euthanization","EHS4","Shared",2021-07-11,"12hr","Infected",2021-07-11,2,NA,179,3837907.25,3615155.25,3701325.5,"Pos",3718129.333,NA,NA,NA,NA,NA,3718129.333,12,6.57032460918807,3718130.333,"EHS.12.5","EHS","Pos","1"
"MR202","EHS.SH.12.6","Euthanization","EHS4","Shared",2021-07-11,"12hr","Infected",2021-07-11,2,NA,180,2356628.75,2365290.5,2454550,"Pos",2392156.417,NA,NA,NA,NA,NA,2392156.417,12,6.37878975520141,2392157.417,"EHS.12.6","EHS","Pos","1"
"MR200","EHS.SH.6.6","Euthanization","EHS5","Shared",2021-07-11,"6hr","Infected",2021-07-11,2,NA,181,682109.6875,690750,637673.375,"Pos",670177.6875,NA,NA,NA,NA,NA,670177.6875,6,5.82619061262441,670178.6875,"EHS.6.6","EHS","Pos","1"
"MR209","ELS.SH.6.6","Euthanization","ELS7","Shared",2021-07-11,"6hr","Infected",2021-07-11,2,NA,182,2813898.75,2902343.75,2650605,"Pos",2788949.167,NA,NA,NA,NA,NA,2788949.167,6,6.44544075435559,2788950.167,"ELS.6.6","ELS","Pos","1"
"MR192","ELS.SH.6.5","Euthanization","ELS6","Shared",2021-07-11,"6hr","Infected",2021-07-11,2,NA,183,91428.48438,93375.51563,83100.21094,"Pos",89301.40365,NA,NA,NA,NA,NA,89301.40365,6,4.9508631484505,89302.40365,"ELS.6.5","ELS","Pos","1"
"MR208","AHS.SH.12.4","Euthanization","AHS2","Shared",2021-07-11,"12hr","Infected",2021-07-11,2,NA,184,486116.0938,569556.0625,462712.7188,"Pos",506128.2917,NA,NA,NA,NA,NA,506128.2917,12,5.70426147237212,506129.2917,"AHS.12.4","AHS","Pos","1"
"MR241","ALS.SH.12.6","Euthanization","ALS3","Shared",2021-07-11,"12hr","Infected",2021-07-11,2,NA,185,1428665.375,1360274.625,1363439.125,"Pos",1384126.375,NA,NA,NA,NA,NA,1384126.375,12,6.14117605812234,1384127.375,"ALS.12.6","ALS","Pos","1"
"MR225","AHS.SH.1.5","Euthanization","AHS5","Shared",2021-07-11,"1hr","Infected",2021-07-11,2,NA,186,1208.094,1225.089,1017.734,"Pos",1150.305667,NA,NA,NA,NA,NA,1150.305667,1,3.06119064236794,1151.305667,"AHS.1.5","AHS","Pos","1"
"MR240","EHS.SH.48.2","Died after exposure","TEHS","Shared",2021-06-27,"48hr","Naive",2021-07-04,1,NA,186,171697.9688,145070.9219,144926.0938,"Pos",153898.3281,NA,NA,NA,NA,NA,153898.3281,48,5.18723672377495,153899.3281,"EHS.48.2","EHS","Pos","1"
"MR226","AHS.SH.1.6","Euthanization","AHS5","Shared",2021-07-11,"1hr","Infected",2021-07-11,2,NA,187,469.9671326,530.8149414,522.1696167,"Pos",507.6505636,NA,NA,NA,NA,NA,507.6505636,1,2.70641953004528,508.6505636,"AHS.1.6","AHS","Pos","1"
"MR222","ELS.SH.1.4","Euthanization","ELS7","Shared",2021-07-11,"1hr","Infected",2021-07-11,2,NA,188,437.7193909,369.719696,411.0594788,"Pos",406.1661886,NA,NA,NA,NA,NA,406.1661886,1,2.60977170667124,407.1661886,"ELS.1.4","ELS","Pos","1"
"MR245","ELS.SH.1.6","Euthanization","ELS2","Shared",2021-07-11,"1hr","Infected",2021-07-11,2,NA,189,1721697.75,1601415.375,1584584,"Pos",1635899.042,NA,NA,NA,NA,NA,1635899.042,1,6.21375676355653,1635900.042,"ELS.1.6","ELS","Pos","1"
"MR246","ELS.SH.1.5","Euthanization","ELS7","Shared",2021-07-11,"1hr","Infected",2021-07-11,2,NA,190,4514620,4058820,4377217.5,"Pos",4316885.833,NA,NA,NA,NA,NA,4316885.833,1,6.6351706637946,4316886.833,"ELS.1.5","ELS","Pos","1"
"MR238","ALS.SH.6.5","Euthanization","ALS9","Shared",2021-07-11,"6hr","Infected",2021-07-11,2,NA,191,62255.16797,58910.23438,60073.51953,"Pos",60412.97396,NA,NA,NA,NA,NA,60412.97396,6,4.78113740404821,60413.97396,"ALS.6.5","ALS","Pos","1"
"MR244","ELS.SH.12.5","Euthanization","ELS2","Shared",2021-07-11,"12hr","Infected",2021-07-11,2,NA,192,1436588.125,1515916.375,1422175,"Pos",1458226.5,NA,NA,NA,NA,NA,1458226.5,12,6.16382528412401,1458227.5,"ELS.12.5","ELS","Pos","1"
"MR239","ELS.SH.12.6","Euthanization","ELS2","Shared",2021-07-11,"12hr","Infected",2021-07-11,2,NA,193,137045.8906,132562.2813,134029.9219,"Pos",134546.0313,NA,NA,NA,NA,NA,134546.0313,12,5.12887411975676,134547.0313,"ELS.12.6","ELS","Pos","1"
"MR247","ALS.SH.1.6","Euthanization","ALS3","Shared",2021-07-11,"1hr","Infected",2021-07-11,2,NA,194,713815,685282.6875,23722586112,"Pos",7907995070,NA,NA,NA,NA,NA,7907995070,1,9.8980663899489,7907995071,"ALS.1.6","ALS","Pos","1"
"MR248","ALS.SH.1.5","Euthanization","ALS11","Shared",2021-07-11,"1hr","Infected",2021-07-11,2,NA,195,159367.625,145050.9063,157000.5625,"Pos",153806.3646,NA,NA,NA,NA,NA,153806.3646,1,5.18697713083971,153807.3646,"ALS.1.5","ALS","Pos","1"
"MR357","ELS.SH.6.4","Euthanization","ELS6","Shared",2021-07-11,"6hr","Infected",2021-07-11,2,NA,196,270728.8438,262680.5938,265381.3438,"Pos",266263.5938,NA,NA,NA,NA,NA,266263.5938,6,5.42531342051483,266264.5938,"ELS.6.4","ELS","Pos","1"
"MR354","ALS.SH.1.4","Euthanization","ALS9","Shared",2021-07-11,"1hr","Infected",2021-07-11,2,NA,197,13430.37793,12924.99219,12396.33594,"Pos",12917.23535,NA,NA,NA,NA,NA,12917.23535,1,4.11120319244395,12918.23535,"ALS.1.4","ALS","Pos","1"
"MR355","EHS.SH.1.6","Euthanization","EHS5","Shared",2021-07-11,"1hr","Infected",2021-07-11,2,NA,198,5418301,5280470.5,5119346.5,"Pos",5272706,NA,NA,NA,NA,NA,5272706,1,6.7220336386141,5272707,"EHS.1.6","EHS","Pos","1"
"MR356","EHS.SH.6.7","Euthanization","EHS6","Shared",2021-07-11,"6hr","Infected",2021-07-11,2,NA,199,188.1857758,187.0544891,181.6575928,"Pos",185.6326192,NA,NA,NA,NA,NA,185.6326192,6,2.27098755098879,186.6326192,"EHS.6.7","EHS","Pos","1"
"MR359","ELS.SH.12.4","Euthanization","ELS2","Shared",2021-07-11,"12hr","Infected",2021-07-11,2,NA,200,328821.8438,327990.9688,324710.5625,"Pos",327174.4583,NA,NA,NA,NA,NA,327174.4583,12,5.51478071943504,327175.4583,"ELS.12.4","ELS","Pos","1"
"MR340","EHS.SH.1.5","Euthanization","EHS5","Shared",2021-07-11,"1hr","Infected",2021-07-11,2,NA,201,1020.692,1140.701,1098.729,"Pos",1086.707333,NA,NA,NA,NA,NA,1086.707333,1,3.03651205642709,1087.707333,"EHS.1.5","EHS","Pos","1"
"MR352","AHS.SH.1.4","Euthanization","AHS2","Shared",2021-07-11,"1hr","Infected",2021-07-11,2,NA,202,119.27402,98.23801,143.502,"Pos",120.33801,NA,NA,NA,NA,NA,120.33801,1,2.08399686803422,121.33801,"AHS.1.4","AHS","Pos","1"
"MR351","AHS.SH.6.4","Euthanization","AHS2","Shared",2021-07-11,"6hr","Infected",2021-07-11,2,NA,203,635.981,659.021,704.382,"Pos",666.4613333,NA,NA,NA,NA,NA,666.4613333,6,2.82442611165333,667.4613333,"AHS.6.4","AHS","Pos","1"
"MR341","EHS.SH.1.4","Euthanization","EHS6","Shared",2021-07-11,"1hr","Infected",2021-07-11,2,NA,204,438.626,481.9,488.77,"Pos",469.7653333,NA,NA,NA,NA,NA,469.7653333,1,2.67280447432679,470.7653333,"EHS.1.4","EHS","Pos","1"
"MR343","ELS.SH.1.7","Euthanization","ELS2","Shared",2021-07-11,"1hr","Infected",2021-07-11,2,NA,205,474.8930054,486.5169067,431.3370361,"Pos",464.2489827,NA,NA,NA,NA,NA,464.2489827,1,2.66768543218806,465.2489827,"ELS.1.7","ELS","Pos","1"
"MR342","AHS.SH.6.6","Euthanization","AHS1","Shared",2021-07-11,"6hr","Infected",2021-07-11,2,NA,206,157507.2969,150439.2656,146701.5781,"Pos",151549.3802,NA,NA,NA,NA,NA,151549.3802,6,5.18055703023551,151550.3802,"AHS.6.6","AHS","Pos","1"
"MR344","AHS.SH.6.5","Euthanization","AHS1","Shared",2021-07-11,"6hr","Infected",2021-07-11,2,NA,207,1807624.25,1829646.5,1797056,"Pos",1811442.25,NA,NA,NA,NA,NA,1811442.25,6,6.25802473274102,1811443.25,"AHS.6.5","AHS","Pos","1"
"MR338","ALS.SH.6.4","Euthanization","ALS6","Shared",2021-07-11,"6hr","Infected",2021-07-11,2,NA,208,9374952,6463461.5,5845670,"Pos",7228027.833,NA,NA,NA,NA,NA,7228027.833,6,6.85901987631665,7228028.833,"ALS.6.4","ALS","Pos","1"
"MR339","ALS.SH.6.6","Euthanization","ALS7","Shared",2021-07-11,"6hr","Infected",2021-07-11,2,NA,209,91748.75781,90571.91406,88864.53906,"Pos",90395.07031,NA,NA,NA,NA,NA,90395.07031,6,4.95614955127428,90396.07031,"ALS.6.6","ALS","Pos","1"
"MR358","EHS.SH.6.4","Euthanization","EHS6","Shared",2021-07-11,"6hr","Infected",2021-07-11,2,NA,210,13549241,13352203,14867285,"Pos",13922909.67,NA,NA,NA,NA,NA,13922909.67,6,7.14373003669536,13922910.67,"EHS.6.4","EHS","Pos","1"
"MR333","EHS.SH.6.5","Euthanization","EHS4","Shared",2021-07-11,"6hr","Infected",2021-07-11,2,NA,211,90095.17188,80731.07813,78065.66406,"Pos",82963.97135,NA,NA,NA,NA,NA,82963.97135,6,4.9188947675515,82964.97135,"EHS.6.5","EHS","Pos","1"
"MR350","ELS.SQ.24.3","Euthanization","ELS1","Sequential",2021-06-28,"24hr","Naive",2021-07-05,1,NA,212,352.8395691,384.30896,443.9393616,"Pos",393.6959635,NA,NA,NA,NA,NA,393.6959635,24,2.59626268494976,394.6959635,"ELS.24.3","ELS","Pos","1"
"MR332","EHS.SQ.24.1","Euthanization","EHS3","Sequential",2021-06-28,"24hr","Naive",2021-07-05,1,NA,213,2952.524902,2517.177002,2514.914063,"Pos",2661.538656,NA,NA,NA,NA,NA,2661.538656,24,3.425295921786,2662.538656,"EHS.24.1","EHS","Pos","1"
"MR349","ELS.SQ.24.2","Euthanization","ELS1","Sequential",2021-06-28,"24hr","Naive",2021-07-05,1,NA,214,750.5515137,668.276123,675.4163208,"Pos",698.0813192,NA,NA,NA,NA,NA,698.0813192,24,2.84452769709861,699.0813192,"ELS.24.2","ELS","Pos","1"
"MR331","EHS.SQ.24.3","Euthanization","EHS3","Sequential",2021-06-28,"24hr","Naive",2021-07-05,1,NA,215,994.5020752,891.7925415,863.2980347,"Pos",916.5308838,NA,NA,NA,NA,NA,916.5308838,24,2.96262069138536,917.5308838,"EHS.24.3","EHS","Pos","1"
"MR330","AHS.SH.6.1","Euthanization","TAHS","Shared",2021-06-27,"6hr","Naive",2021-07-02,1,NA,216,541.982605,416.9806213,416.78125,"Pos",458.5814921,NA,NA,NA,NA,NA,458.5814921,6,2.66236253080675,459.5814921,"AHS.6.1","AHS","Pos","1"
"MR329","AHS.SQ.48.2","Euthanization","AHS2","Sequential",2021-06-29,"48hr","Naive",2021-07-06,1,NA,217,98.64918518,76.97979736,76.02228546,"Pos",83.883756,NA,NA,NA,NA,NA,83.883756,48,1.92882458830591,84.883756,"AHS.48.2","AHS","Pos","1"
"MR360","ALS.SH.1.2","Euthanization","NALS.SH.1.2","Shared",2021-06-27,"1hr","Naive",2021-07-02,1,NA,218,380.1234436,336.2917786,441.5918884,"Pos",386.0023702,NA,NA,NA,NA,NA,386.0023702,1,2.58771362486808,387.0023702,"ALS.1.2","ALS","Pos","1"
"MR369","AHS.SH.12.3","Euthanization","TAHS","Shared",2021-06-27,"12hr","Naive",2021-07-02,1,NA,219,848.7004395,1062.97229,940.7147827,"Pos",950.7958374,NA,NA,NA,NA,NA,950.7958374,12,2.97854380111607,951.7958374,"AHS.12.3","AHS","Pos","1"
"MR370","ALS.SH.1.1","Euthanization","NALS.SH.1.1","Shared",2021-06-27,"1hr","Naive",2021-07-02,1,NA,220,152.4938049,149.5870209,83.37506866,"Pos",128.4852982,NA,NA,NA,NA,NA,128.4852982,1,2.1122204612893,129.4852982,"ALS.1.1","ALS","Pos","1"
"MR371","ALS.SH.12.3","Euthanization","TALS","Shared",2021-06-27,"12hr","Naive",2021-07-02,1,NA,221,103.6263199,118.056839,148.2606049,"Pos",123.3145879,NA,NA,NA,NA,NA,123.3145879,12,2.09452209463309,124.3145879,"ALS.12.3","ALS","Pos","1"
"MR353","AHS.SH.6.2","Euthanization","TAHS","Shared",2021-06-27,"6hr","Naive",2021-07-02,1,NA,222,2621.960693,2855.987305,2655.423096,"Pos",2711.123698,NA,NA,NA,NA,NA,2711.123698,6,3.43330949350392,2712.123698,"AHS.6.2","AHS","Pos","1"
"MR372","EHS.SH.6.1","Euthanization","TEHS","Shared",2021-06-27,"6hr","Naive",2021-07-02,1,NA,223,80.3792572,105.8281403,54.1734848,"Pos",80.12696075,NA,NA,NA,NA,NA,80.12696075,6,1.90916520635838,81.12696075,"EHS.6.1","EHS","Pos","1"
"MR373","ALS.SH.6.1","Euthanization","TALS","Shared",2021-06-27,"6hr","Naive",2021-07-02,1,NA,225,34.59026718,106.7096405,22.88014221,"Pos",54.7266833,NA,NA,NA,NA,NA,54.7266833,6,1.74606319580387,55.7266833,"ALS.6.1","ALS","Pos","1"
"MR374","EHS.SH.24.2","Euthanization","TEHS","Shared",2021-06-27,"24hr","Naive",2021-07-03,1,NA,226,675.381897,788.6802368,712.0095215,"Pos",725.3572184,NA,NA,NA,NA,NA,725.3572184,24,2.86115025682366,726.3572184,"EHS.24.2","EHS","Pos","1"
"MR362","EHS.SH.1.2","Euthanization","NEHS.SH.1.2","Shared",2021-06-27,"1hr","Naive",2021-07-02,1,NA,227,167.7681885,156.3377533,167.102005,"Pos",163.7359823,NA,NA,NA,NA,NA,163.7359823,1,2.21678846988964,164.7359823,"EHS.1.2","EHS","Pos","1"
"MR363","ELS.SH.12.2","Euthanization","TELS","Shared",2021-06-27,"12hr","Naive",2021-07-02,1,NA,228,21.65558052,19.7792778,0,"Pos",13.81161944,NA,NA,NA,NA,NA,13.81161944,12,1.17060254504421,14.81161944,"ELS.12.2","ELS","Pos","1"
"MR364","AHS.SH.1.3","Euthanization","NAHS.SH.1.3","Shared",2021-06-27,"1hr","Naive",2021-07-02,1,NA,229,127875.8828,120903.9766,111970.8125,"Pos",120250.224,NA,NA,NA,NA,NA,120250.224,1,5.08008950561752,120251.224,"AHS.1.3","AHS","Pos","1"
"MR361","ELS.SH.1.1","Euthanization","NELS.SH.1.1","Shared",2021-06-27,"1hr","Naive",2021-07-02,1,NA,230,385.6425476,454.1089478,441.1376038,"Pos",426.963033,NA,NA,NA,NA,NA,426.963033,1,2.63140625672934,427.963033,"ELS.1.1","ELS","Pos","1"
"MR365","ALS.SH.1.3","Euthanization","ALSV","Shared",2021-06-27,"1hr","Infected",2021-06-27,1,NA,231,62.95294571,30.63336182,205.1559143,"Pos",99.58074061,NA,NA,NA,NA,NA,99.58074061,1,2.00251482915379,100.58074061,"ALS.1.3","ALS","Pos","1"
"MR366","EHS.SH.1.1","Euthanization","EHSV","Shared",2021-06-27,"1hr","Infected",2021-06-27,1,NA,232,10922.08301,8810.493164,8135.732422,"Pos",9289.436198,NA,NA,NA,NA,NA,9289.436198,1,3.96803610516018,9290.436198,"EHS.1.1","EHS","Pos","1"
"MR367","EHS.SH.6.2","Euthanization","EHSV","Shared",2021-06-27,"6hr","Infected",2021-06-27,1,NA,233,161.2613068,132.8287964,141.5624542,"Pos",145.2175191,NA,NA,NA,NA,NA,145.2175191,6,2.16499941087516,146.2175191,"EHS.6.2","EHS","Pos","1"
"MR368","EHS.SH.1.2","Euthanization","EHSV","Shared",2021-06-27,"1hr","Infected",2021-06-27,1,NA,234,1099.93689,993.8094482,1390.532227,"Pos",1161.426188,NA,NA,NA,NA,NA,1161.426188,1,3.06536538550863,1162.426188,"EHS.1.2","EHS","Pos","1"
"MR235","EHS.SH.6.1","Euthanization","EHSV","Shared",2021-06-27,"6hr","Infected",2021-06-27,1,NA,235,164.9746399,259.5616455,133.4914551,"Pos",186.0092468,NA,NA,NA,NA,NA,186.0092468,6,2.27186308105485,187.0092468,"EHS.6.1","EHS","Pos","1"
"MR236","ALS.SH.6.2","Euthanization","ALSV","Shared",2021-06-27,"6hr","Infected",2021-06-27,1,NA,236,675101.625,674461.625,655886.125,"Pos",668483.125,NA,NA,NA,NA,NA,668483.125,6,5.8250910981997,668484.125,"ALS.6.2","ALS","Pos","1"
"MR237","AHS.SH.1.3","Euthanization","AHSV","Shared",2021-06-27,"1hr","Infected",2021-06-27,1,NA,237,828.954,892.002,904.626,"Pos",875.194,NA,NA,NA,NA,NA,875.194,1,2.94260027489122,876.194,"AHS.1.3","AHS","Pos","1"
"MR233","AHS.SH.6.3","Euthanization","AHSV","Shared",2021-06-27,"6hr","Infected",2021-06-27,1,NA,238,3029.438,3201.729,3096.295,"Pos",3109.154,NA,NA,NA,NA,NA,3109.154,6,3.49278189375171,3110.154,"AHS.6.3","AHS","Pos","1"
"MR234","ELS.SH.12.1","Euthanization","ELSV","Shared",2021-06-27,"12hr","Infected",2021-06-27,1,NA,239,880404.4375,746422.0625,766906.3125,"Pos",797910.9375,NA,NA,NA,NA,NA,797910.9375,12,5.9019549625685,797911.9375,"ELS.12.1","ELS","Pos","1"
"MR230","EHS.SH.24.1","Euthanization","TEHS","Shared",2021-06-27,"24hr","Naive",2021-07-03,1,NA,240,782073.25,769351.1875,737787.3125,"Pos",763070.5833,NA,NA,NA,NA,NA,763070.5833,24,5.88256528077789,763071.5833,"EHS.24.1","EHS","Pos","1"
"MR231","ALS.SQ.12.3","Euthanization","ALS10","Sequential",2021-06-27,"12hr","Naive",2021-07-04,1,NA,247,131.2956238,196.8575592,234.9637451,"Pos",187.7056427,NA,NA,NA,NA,NA,187.7056427,12,2.27578488668763,188.7056427,"ALS.12.3","ALS","Pos","1"
"MR232","ELS.SQ.12.2","Euthanization","ELS1","Sequential",2021-06-27,"12hr","Naive",2021-07-04,1,NA,248,62.25915527,29.31884003,21.96389198,"Pos",37.84729576,NA,NA,NA,NA,NA,37.84729576,12,1.58936079205878,38.84729576,"ELS.12.2","ELS","Pos","1"
"MR227","AHS.SQ.1.1","Euthanization","AHS4","Sequential",2021-06-27,"1hr","Naive",2021-07-04,1,NA,249,37.79331589,52.28839111,37.23366547,"Pos",42.43845749,NA,NA,NA,NA,NA,42.43845749,1,1.63787439495383,43.43845749,"AHS.1.1","AHS","Pos","1"
